s,zeta(s)
(0.5+72802.6171875j),0j
(0.5+72803.03125j),0j
(0.5+72803.640625j),0j
(0.5+72804.1640625j),0j
(0.5+72804.5625j),0j
(0.5+72806.015625j),0j
(0.5+72806.296875j),0j
(0.5+72806.9765625j),0j
(0.5+72807.71875j),0j
(0.5+72808.390625j),0j
(0.5+72809.21875j),0j
(0.5+72810.0234375j),0j
(0.5+72810.390625j),0j
(0.5+72811.0390625j),0j
(0.5+72812.015625j),0j
(0.5+72812.25j),0j
(0.5+72813.3515625j),0j
(0.5+72813.953125j),0j
(0.5+72814.3203125j),0j
(0.5+72814.546875j),0j
(0.5+72815.59375j),0j
(0.5+72816.2890625j),0j
(0.5+72817.1953125j),0j
(0.5+72818.21875j),0j
(0.5+72818.84375j),0j
(0.5+72819.3125j),0j
(0.5+72819.609375j),0j
(0.5+72820.6796875j),0j
(0.5+72821.0078125j),0j
(0.5+72821.7578125j),0j
(0.5+72822.4296875j),0j
(0.5+72823.2734375j),0j
(0.5+72823.6875j),0j
(0.5+72824.328125j),0j
(0.5+72825.171875j),0j
(0.5+72825.921875j),0j
(0.5+72826.765625j),0j
(0.5+72826.984375j),0j
(0.5+72827.7578125j),0j
(0.5+72829.0078125j),0j
(0.5+72829.5j),0j
(0.5+72829.953125j),0j
(0.5+72830.765625j),0j
(0.5+72830.828125j),0j
(0.5+72831.90625j),0j
(0.5+72832.4375j),0j
(0.5+72832.875j),0j
(0.5+72834.0390625j),0j
(0.5+72834.21875j),0j
(0.5+72835.6171875j),0j
(0.5+72836.140625j),0j
(0.5+72836.703125j),0j
(0.5+72837.546875j),0j
(0.5+72837.8984375j),0j
(0.5+72838.59375j),0j
(0.5+72839.1171875j),0j
(0.5+72839.9609375j),0j
(0.5+72840.7421875j),0j
(0.5+72841.3046875j),0j
(0.5+72842.046875j),0j
(0.5+72842.5625j),0j
(0.5+72842.96875j),0j
(0.5+72843.625j),0j
(0.5+72844.890625j),0j
(0.5+72845.765625j),0j
(0.5+72846.046875j),0j
(0.5+72846.75j),0j
(0.5+72847.46875j),0j
(0.5+72848.1953125j),0j
(0.5+72848.84375j),0j
(0.5+72849.0625j),0j
(0.5+72850.0625j),0j
(0.5+72850.3203125j),0j
(0.5+72851.0625j),0j
(0.5+72852.171875j),0j
(0.5+72852.90625j),0j
(0.5+72853.34375j),0j
(0.5+72854.2265625j),0j
(0.5+72854.8515625j),0j
(0.5+72855.375j),0j
(0.5+72856.21875j),0j
(0.5+72856.578125j),0j
(0.5+72857.75j),0j
(0.5+72858.203125j),0j
(0.5+72858.8359375j),0j
(0.5+72859.0078125j),0j
(0.5+72860.109375j),0j
(0.5+72860.640625j),0j
(0.5+72861.3046875j),0j
(0.5+72861.7734375j),0j
(0.5+72862.9765625j),0j
(0.5+72863.6953125j),0j
(0.5+72864.484375j),0j
(0.5+72865.078125j),0j
(0.5+72865.6953125j),0j
(0.5+72865.9296875j),0j
(0.5+72866.4765625j),0j
(0.5+72867.4765625j),0j
(0.5+72868.1640625j),0j
(0.5+72868.796875j),0j
(0.5+72869.484375j),0j
(0.5+72869.9921875j),0j
(0.5+72870.703125j),0j
(0.5+72871.703125j),0j
(0.5+72872.4453125j),0j
(0.5+72872.640625j),0j
(0.5+72873.65625j),0j
(0.5+72874.4609375j),0j
(0.5+72874.796875j),0j
(0.5+72875.765625j),0j
(0.5+72876.390625j),0j
(0.5+72876.734375j),0j
(0.5+72877.5625j),0j
(0.5+72877.9453125j),0j
(0.5+72878.5234375j),0j
(0.5+72879.2734375j),0j
(0.5+72880.625j),0j
(0.5+72881.078125j),0j
(0.5+72881.8671875j),0j
(0.5+72882.2890625j),0j
(0.5+72882.921875j),0j
(0.5+72883.65625j),0j
(0.5+72884.5078125j),0j
(0.5+72884.9609375j),0j
(0.5+72885.1640625j),0j
(0.5+72886.296875j),0j
(0.5+72887.125j),0j
(0.5+72887.6171875j),0j
(0.5+72888.15625j),0j
(0.5+72888.6875j),0j
(0.5+72889.7421875j),0j
(0.5+72890.1484375j),0j
(0.5+72891.1796875j),0j
(0.5+72892.1015625j),0j
(0.5+72892.484375j),0j
(0.5+72893.015625j),0j
(0.5+72893.734375j),0j
(0.5+72894.4140625j),0j
(0.5+72894.7578125j),0j
(0.5+72895.53125j),0j
(0.5+72896.1171875j),0j
(0.5+72896.9921875j),0j
(0.5+72897.65625j),0j
(0.5+72898.1953125j),0j
(0.5+72899.4140625j),0j
(0.5+72900.0703125j),0j
(0.5+72900.578125j),0j
(0.5+72900.8203125j),0j
(0.5+72901.6484375j),0j
(0.5+72902.2890625j),0j
(0.5+72903.390625j),0j
(0.5+72903.828125j),0j
(0.5+72904.4453125j),0j
(0.5+72904.9609375j),0j
(0.5+72905.5j),0j
(0.5+72906.1171875j),0j
(0.5+72907.1328125j),0j
(0.5+72907.625j),0j
(0.5+72908.6953125j),0j
(0.5+72909.2421875j),0j
(0.5+72910.1328125j),0j
(0.5+72910.65625j),0j
(0.5+72911.078125j),0j
(0.5+72911.8671875j),0j
(0.5+72912.5j),0j
(0.5+72912.78125j),0j
(0.5+72913.65625j),0j
(0.5+72914.4296875j),0j
(0.5+72914.9921875j),0j
(0.5+72916.1640625j),0j
(0.5+72916.40625j),0j
(0.5+72917.109375j),0j
(0.5+72917.8046875j),0j
(0.5+72918.828125j),0j
(0.5+72919.1171875j),0j
(0.5+72920.03125j),0j
(0.5+72920.7890625j),0j
(0.5+72921.015625j),0j
(0.5+72921.90625j),0j
(0.5+72922.46875j),0j
(0.5+72923.453125j),0j
(0.5+72923.5546875j),0j
(0.5+72924.1640625j),0j
(0.5+72924.8125j),0j
(0.5+72926.2421875j),0j
(0.5+72927.0078125j),0j
(0.5+72927.390625j),0j
(0.5+72927.9296875j),0j
(0.5+72928.75j),0j
(0.5+72929.3828125j),0j
(0.5+72929.6328125j),0j
(0.5+72930.4296875j),0j
(0.5+72931.46875j),0j
(0.5+72931.84375j),0j
(0.5+72932.65625j),0j
(0.5+72932.953125j),0j
(0.5+72934.0859375j),0j
(0.5+72934.3515625j),0j
(0.5+72935.4296875j),0j
(0.5+72936.203125j),0j
(0.5+72936.59375j),0j
(0.5+72937.21875j),0j
(0.5+72938.5078125j),0j
(0.5+72938.8359375j),0j
(0.5+72939.3046875j),0j
(0.5+72939.9765625j),0j
(0.5+72940.5390625j),0j
(0.5+72940.8046875j),0j
(0.5+72942.0546875j),0j
(0.5+72942.484375j),0j
(0.5+72943.3203125j),0j
(0.5+72944.1953125j),0j
(0.5+72944.875j),0j
(0.5+72945.5078125j),0j
(0.5+72946.34375j),0j
(0.5+72946.6328125j),0j
(0.5+72947.328125j),0j
(0.5+72947.9375j),0j
(0.5+72948.7421875j),0j
(0.5+72949.5546875j),0j
(0.5+72949.9375j),0j
(0.5+72950.8984375j),0j
(0.5+72951.125j),0j
(0.5+72951.9140625j),0j
(0.5+72952.5234375j),0j
(0.5+72953.296875j),0j
(0.5+72954.484375j),0j
(0.5+72955.0625j),0j
(0.5+72955.828125j),0j
(0.5+72956.046875j),0j
(0.5+72956.5703125j),0j
(0.5+72957.5703125j),0j
(0.5+72958.1875j),0j
(0.5+72958.6640625j),0j
(0.5+72959.140625j),0j
(0.5+72959.875j),0j
(0.5+72960.8984375j),0j
(0.5+72961.3515625j),0j
(0.5+72962.6171875j),0j
(0.5+72962.84375j),0j
(0.5+72963.4765625j),0j
(0.5+72964.078125j),0j
(0.5+72964.8359375j),0j
(0.5+72965.796875j),0j
(0.5+72966.234375j),0j
(0.5+72966.7734375j),0j
(0.5+72967.71875j),0j
(0.5+72968.1640625j),0j
(0.5+72968.515625j),0j
(0.5+72969.3125j),0j
(0.5+72969.96875j),0j
(0.5+72970.8828125j),0j
(0.5+72971.6328125j),0j
(0.5+72972.4765625j),0j
(0.5+72973.0546875j),0j
(0.5+72973.90625j),0j
(0.5+72974.4140625j),0j
(0.5+72974.75j),0j
(0.5+72975.484375j),0j
(0.5+72976.0390625j),0j
(0.5+72976.6328125j),0j
(0.5+72977.828125j),0j
(0.5+72978.4296875j),0j
(0.5+72978.78125j),0j
(0.5+72979.1640625j),0j
(0.5+72980.421875j),0j
(0.5+72981.1171875j),0j
(0.5+72981.65625j),0j
(0.5+72982.3515625j),0j
(0.5+72983.078125j),0j
(0.5+72983.71875j),0j
(0.5+72984.5j),0j
(0.5+72985.0859375j),0j
(0.5+72985.53125j),0j
(0.5+72986.15625j),0j
(0.5+72986.84375j),0j
(0.5+72987.453125j),0j
(0.5+72987.8359375j),0j
(0.5+72989.2734375j),0j
(0.5+72989.9609375j),0j
(0.5+72990.578125j),0j
(0.5+72991.328125j),0j
(0.5+72991.46875j),0j
(0.5+72992.3984375j),0j
(0.5+72992.9140625j),0j
(0.5+72993.796875j),0j
(0.5+72994.484375j),0j
(0.5+72994.890625j),0j
(0.5+72995.5625j),0j
(0.5+72996.2890625j),0j
(0.5+72997.203125j),0j
(0.5+72997.5234375j),0j
(0.5+72998.34375j),0j
(0.5+72998.8203125j),0j
(0.5+73000.171875j),0j
(0.5+73000.5859375j),0j
(0.5+73001.25j),0j
(0.5+73001.9921875j),0j
(0.5+73002.6015625j),0j
(0.5+73002.796875j),0j
(0.5+73003.5546875j),0j
(0.5+73004.4453125j),0j
(0.5+73004.875j),0j
(0.5+73005.5234375j),0j
(0.5+73006.5234375j),0j
(0.5+73007.15625j),0j
(0.5+73008.015625j),0j
(0.5+73008.4453125j),0j
(0.5+73009.4765625j),0j
(0.5+73009.9296875j),0j
(0.5+73010.359375j),0j
(0.5+73010.9453125j),0j
(0.5+73011.875j),0j
(0.5+73012.84375j),0j
(0.5+73013.21875j),0j
(0.5+73013.6875j),0j
(0.5+73014.296875j),0j
(0.5+73014.9765625j),0j
(0.5+73015.390625j),0j
(0.5+73016.796875j),0j
(0.5+73017.3359375j),0j
(0.5+73018.1796875j),0j
(0.5+73018.609375j),0j
(0.5+73019.28125j),0j
(0.5+73020.1328125j),0j
(0.5+73020.5703125j),0j
(0.5+73021.15625j),0j
(0.5+73021.4921875j),0j
(0.5+73022.6015625j),0j
(0.5+73022.9765625j),0j
(0.5+73024.0390625j),0j
(0.5+73024.4140625j),0j
(0.5+73025.34375j),0j
(0.5+73026.03125j),0j
(0.5+73026.71875j),0j
(0.5+73027.078125j),0j
(0.5+73027.9921875j),0j
(0.5+73028.8828125j),0j
(0.5+73029.578125j),0j
(0.5+73029.9296875j),0j
(0.5+73030.4453125j),0j
(0.5+73031.2109375j),0j
(0.5+73031.96875j),0j
(0.5+73032.4140625j),0j
(0.5+73033.03125j),0j
(0.5+73033.8359375j),0j
(0.5+73034.484375j),0j
(0.5+73035.890625j),0j
(0.5+73036.3515625j),0j
(0.5+73036.7578125j),0j
(0.5+73037.3203125j),0j
(0.5+73037.796875j),0j
(0.5+73038.8359375j),0j
(0.5+73039.0703125j),0j
(0.5+73040.0390625j),0j
(0.5+73040.7109375j),0j
(0.5+73041.375j),0j
(0.5+73041.8515625j),0j
(0.5+73042.6875j),0j
(0.5+73043.0234375j),0j
(0.5+73044.375j),0j
(0.5+73044.71875j),0j
(0.5+73045.3359375j),0j
(0.5+73046.4296875j),0j
(0.5+73046.796875j),0j
(0.5+73047.4453125j),0j
(0.5+73048.1640625j),0j
(0.5+73048.9296875j),0j
(0.5+73049.4140625j),0j
(0.5+73049.5390625j),0j
(0.5+73050.296875j),0j
(0.5+73051.453125j),0j
(0.5+73052.2734375j),0j
(0.5+73052.828125j),0j
(0.5+73053.6328125j),0j
(0.5+73054.140625j),0j
(0.5+73054.9453125j),0j
(0.5+73055.5234375j),0j
(0.5+73056.265625j),0j
(0.5+73056.515625j),0j
(0.5+73057.5703125j),0j
(0.5+73058.09375j),0j
(0.5+73058.921875j),0j
(0.5+73059.3984375j),0j
(0.5+73060.03125j),0j
(0.5+73060.6328125j),0j
(0.5+73061.1953125j),0j
(0.5+73062.2421875j),0j
(0.5+73062.953125j),0j
(0.5+73063.90625j),0j
(0.5+73064.4453125j),0j
(0.5+73064.953125j),0j
(0.5+73065.6796875j),0j
(0.5+73065.8828125j),0j
(0.5+73066.734375j),0j
(0.5+73067.453125j),0j
(0.5+73068.1640625j),0j
(0.5+73068.8515625j),0j
(0.5+73069.1875j),0j
(0.5+73070.1953125j),0j
(0.5+73071.3671875j),0j
(0.5+73071.5j),0j
(0.5+73072.4140625j),0j
(0.5+73072.8828125j),0j
(0.5+73073.3828125j),0j
(0.5+73074.359375j),0j
(0.5+73075.1953125j),0j
(0.5+73075.7890625j),0j
(0.5+73076.234375j),0j
(0.5+73076.6796875j),0j
(0.5+73077.390625j),0j
(0.5+73078.2578125j),0j
(0.5+73078.640625j),0j
(0.5+73079.3125j),0j
(0.5+73080.859375j),0j
(0.5+73081.1640625j),0j
(0.5+73081.5234375j),0j
(0.5+73082.640625j),0j
(0.5+73083.046875j),0j
(0.5+73083.65625j),0j
(0.5+73084.296875j),0j
(0.5+73084.75j),0j
(0.5+73085.390625j),0j
(0.5+73086.421875j),0j
(0.5+73086.9765625j),0j
(0.5+73087.75j),0j
(0.5+73088.25j),0j
(0.5+73088.8046875j),0j
(0.5+73089.671875j),0j
(0.5+73090.5j),0j
(0.5+73091.3984375j),0j
(0.5+73091.7578125j),0j
(0.5+73092.2890625j),0j
(0.5+73093.2734375j),0j
(0.5+73093.703125j),0j
(0.5+73094.4375j),0j
(0.5+73094.875j),0j
(0.5+73095.5234375j),0j
(0.5+73096.1171875j),0j
(0.5+73096.7265625j),0j
(0.5+73097.90625j),0j
(0.5+73098.75j),0j
(0.5+73099.1953125j),0j
(0.5+73100.1015625j),0j
(0.5+73100.4375j),0j
(0.5+73100.96875j),0j
(0.5+73101.59375j),0j
(0.5+73102.5390625j),0j
(0.5+73103.15625j),0j
(0.5+73103.75j),0j
(0.5+73104.671875j),0j
(0.5+73104.859375j),0j
(0.5+73105.328125j),0j
(0.5+73106.734375j),0j
(0.5+73106.9609375j),0j
(0.5+73107.8515625j),0j
(0.5+73108.3984375j),0j
(0.5+73109.453125j),0j
(0.5+73110.1953125j),0j
(0.5+73110.75j),0j
(0.5+73111.0390625j),0j
(0.5+73111.7421875j),0j
(0.5+73112.3359375j),0j
(0.5+73113.03125j),0j
(0.5+73113.5234375j),0j
(0.5+73114.59375j),0j
(0.5+73115.0859375j),0j
(0.5+73115.8984375j),0j
(0.5+73116.5703125j),0j
(0.5+73117.59375j),0j
(0.5+73118.0078125j),0j
(0.5+73118.2734375j),0j
(0.5+73119.4609375j),0j
(0.5+73119.796875j),0j
(0.5+73120.6953125j),0j
(0.5+73121.0625j),0j
(0.5+73122.0234375j),0j
(0.5+73122.7421875j),0j
(0.5+73123.1015625j),0j
(0.5+73123.515625j),0j
(0.5+73124.171875j),0j
(0.5+73125.234375j),0j
(0.5+73126.3515625j),0j
(0.5+73126.9921875j),0j
(0.5+73127.328125j),0j
(0.5+73127.9921875j),0j
(0.5+73128.6015625j),0j
(0.5+73129.28125j),0j
(0.5+73130.1875j),0j
(0.5+73130.3125j),0j
(0.5+73131.0390625j),0j
(0.5+73131.8203125j),0j
(0.5+73132.734375j),0j
(0.5+73133.21875j),0j
(0.5+73134.015625j),0j
(0.5+73134.734375j),0j
(0.5+73135.328125j),0j
(0.5+73136.15625j),0j
(0.5+73136.53125j),0j
(0.5+73137.5j),0j
(0.5+73138.265625j),0j
(0.5+73138.984375j),0j
(0.5+73139.140625j),0j
(0.5+73139.9375j),0j
(0.5+73140.4609375j),0j
(0.5+73141.09375j),0j
(0.5+73141.9765625j),0j
(0.5+73142.484375j),0j
(0.5+73143.4296875j),0j
(0.5+73144.234375j),0j
(0.5+73145.109375j),0j
(0.5+73145.5j),0j
(0.5+73146.234375j),0j
(0.5+73146.96875j),0j
(0.5+73147.0078125j),0j
(0.5+73147.6796875j),0j
(0.5+73149.1640625j),0j
(0.5+73149.421875j),0j
(0.5+73149.8828125j),0j
(0.5+73150.6484375j),0j
(0.5+73151.3203125j),0j
(0.5+73151.9453125j),0j
(0.5+73152.75j),0j
(0.5+73153.59375j),0j
(0.5+73154.28125j),0j
(0.5+73154.953125j),0j
(0.5+73155.625j),0j
(0.5+73156.1796875j),0j
(0.5+73156.9296875j),0j
(0.5+73157.3984375j),0j
(0.5+73158.0625j),0j
(0.5+73158.5859375j),0j
(0.5+73159.2734375j),0j
(0.5+73159.7578125j),0j
(0.5+73160.8671875j),0j
(0.5+73162.078125j),0j
(0.5+73162.25j),0j
(0.5+73162.8359375j),0j
(0.5+73163.34375j),0j
(0.5+73164.375j),0j
(0.5+73165.0625j),0j
(0.5+73165.25j),0j
(0.5+73166.453125j),0j
(0.5+73166.7890625j),0j
(0.5+73167.3359375j),0j
(0.5+73168.3046875j),0j
(0.5+73168.7890625j),0j
(0.5+73169.375j),0j
(0.5+73169.8828125j),0j
(0.5+73170.890625j),0j
(0.5+73171.78125j),0j
(0.5+73172.5546875j),0j
(0.5+73173.3203125j),0j
(0.5+73173.4609375j),0j
(0.5+73174.453125j),0j
(0.5+73174.8125j),0j
(0.5+73175.3984375j),0j
(0.5+73176.046875j),0j
(0.5+73176.734375j),0j
(0.5+73177.8125j),0j
(0.5+73178.109375j),0j
(0.5+73178.828125j),0j
(0.5+73179.515625j),0j
(0.5+73180.703125j),0j
(0.5+73181.1015625j),0j
(0.5+73181.6640625j),0j
(0.5+73182.09375j),0j
(0.5+73183.0234375j),0j
(0.5+73183.8046875j),0j
(0.5+73184.4921875j),0j
(0.5+73185.1875j),0j
(0.5+73185.4375j),0j
(0.5+73186.1328125j),0j
(0.5+73186.65625j),0j
(0.5+73187.3359375j),0j
(0.5+73188.4296875j),0j
(0.5+73189.2109375j),0j
(0.5+73189.7734375j),0j
(0.5+73190.84375j),0j
(0.5+73191.078125j),0j
(0.5+73191.6484375j),0j
(0.5+73192.3515625j),0j
(0.5+73193.03125j),0j
(0.5+73193.609375j),0j
(0.5+73194.3125j),0j
(0.5+73194.765625j),0j
(0.5+73195.8828125j),0j
(0.5+73196.46875j),0j
(0.5+73196.765625j),0j
(0.5+73197.890625j),0j
(0.5+73198.3515625j),0j
(0.5+73198.9140625j),0j
(0.5+73199.9765625j),0j
(0.5+73200.828125j),0j
(0.5+73201.2734375j),0j
(0.5+73201.71875j),0j
(0.5+73202.25j),0j
(0.5+73203.1953125j),0j
(0.5+73203.609375j),0j
(0.5+73204.53125j),0j
(0.5+73204.703125j),0j
(0.5+73205.3671875j),0j
(0.5+73206.6171875j),0j
(0.5+73207.4375j),0j
(0.5+73207.9609375j),0j
(0.5+73208.7734375j),0j
(0.5+73209.1796875j),0j
(0.5+73209.703125j),0j
(0.5+73210.3359375j),0j
(0.5+73211.3359375j),0j
(0.5+73211.59375j),0j
(0.5+73212.8515625j),0j
(0.5+73213.0859375j),0j
(0.5+73213.6796875j),0j
(0.5+73214.2265625j),0j
(0.5+73215.015625j),0j
(0.5+73215.765625j),0j
(0.5+73216.75j),0j
(0.5+73217.3125j),0j
(0.5+73218.09375j),0j
(0.5+73218.484375j),0j
(0.5+73219.5546875j),0j
(0.5+73220.171875j),0j
(0.5+73220.546875j),0j
(0.5+73220.765625j),0j
(0.5+73221.65625j),0j
(0.5+73222.3359375j),0j
(0.5+73223.2265625j),0j
(0.5+73223.9296875j),0j
(0.5+73224.578125j),0j
(0.5+73225.421875j),0j
(0.5+73225.90625j),0j
(0.5+73226.7734375j),0j
(0.5+73227.359375j),0j
(0.5+73227.8828125j),0j
(0.5+73228.609375j),0j
(0.5+73229.328125j),0j
(0.5+73230.1171875j),0j
(0.5+73230.578125j),0j
(0.5+73231.171875j),0j
(0.5+73231.7578125j),0j
(0.5+73232.6015625j),0j
(0.5+73233.2109375j),0j
(0.5+73233.390625j),0j
(0.5+73235.203125j),0j
(0.5+73235.5625j),0j
(0.5+73236.265625j),0j
(0.5+73236.7421875j),0j
(0.5+73237.265625j),0j
(0.5+73237.90625j),0j
(0.5+73238.5703125j),0j
(0.5+73239.3203125j),0j
(0.5+73239.921875j),0j
(0.5+73240.7421875j),0j
(0.5+73241j),0j
(0.5+73241.953125j),0j
(0.5+73242.8984375j),0j
(0.5+73243.4765625j),0j
(0.5+73243.9296875j),0j
(0.5+73244.8359375j),0j
(0.5+73245.296875j),0j
(0.5+73246.2578125j),0j
(0.5+73247.078125j),0j
(0.5+73247.3046875j),0j
(0.5+73248.140625j),0j
(0.5+73248.75j),0j
(0.5+73249.140625j),0j
(0.5+73249.828125j),0j
(0.5+73250.375j),0j
(0.5+73251.421875j),0j
(0.5+73252.2265625j),0j
(0.5+73252.9921875j),0j
(0.5+73253.5703125j),0j
(0.5+73254.203125j),0j
(0.5+73255.046875j),0j
(0.5+73255.5078125j),0j
(0.5+73255.9296875j),0j
(0.5+73256.7109375j),0j
(0.5+73257.1484375j),0j
(0.5+73258.421875j),0j
(0.5+73258.765625j),0j
(0.5+73259.5j),0j
(0.5+73260.0546875j),0j
(0.5+73260.2734375j),0j
(0.5+73261.6171875j),0j
(0.5+73262.3984375j),0j
(0.5+73262.8125j),0j
(0.5+73263.703125j),0j
(0.5+73264.5390625j),0j
(0.5+73264.84375j),0j
(0.5+73265.375j),0j
(0.5+73266.234375j),0j
(0.5+73266.828125j),0j
(0.5+73267.484375j),0j
(0.5+73267.578125j),0j
(0.5+73268.953125j),0j
(0.5+73269.2890625j),0j
(0.5+73270.3828125j),0j
(0.5+73271.34375j),0j
(0.5+73271.6328125j),0j
(0.5+73272.1953125j),0j
(0.5+73272.9765625j),0j
(0.5+73273.1796875j),0j
(0.5+73274.6171875j),0j
(0.5+73274.984375j),0j
(0.5+73275.609375j),0j
(0.5+73276.03125j),0j
(0.5+73276.7734375j),0j
(0.5+73277.6328125j),0j
(0.5+73277.953125j),0j
(0.5+73278.8046875j),0j
(0.5+73279.5625j),0j
(0.5+73280.328125j),0j
(0.5+73281.3125j),0j
(0.5+73281.9375j),0j
(0.5+73282.5390625j),0j
(0.5+73282.7890625j),0j
(0.5+73283.6015625j),0j
(0.5+73284.28125j),0j
(0.5+73284.609375j),0j
(0.5+73285.546875j),0j
(0.5+73286.2265625j),0j
(0.5+73287.0234375j),0j
(0.5+73287.6015625j),0j
(0.5+73288.3203125j),0j
(0.5+73289.03125j),0j
(0.5+73289.7734375j),0j
(0.5+73290.484375j),0j
(0.5+73291.1953125j),0j
(0.5+73291.5703125j),0j
(0.5+73292.2890625j),0j
(0.5+73293.359375j),0j
(0.5+73293.6328125j),0j
(0.5+73294.3984375j),0j
(0.5+73294.9296875j),0j
(0.5+73295.359375j),0j
(0.5+73295.921875j),0j
(0.5+73296.9140625j),0j
(0.5+73298.1796875j),0j
(0.5+73298.7109375j),0j
(0.5+73299.1328125j),0j
(0.5+73299.671875j),0j
(0.5+73300.640625j),0j
(0.5+73301.1484375j),0j
(0.5+73301.5703125j),0j
(0.5+73302.2578125j),0j
(0.5+73302.9765625j),0j
(0.5+73303.9375j),0j
(0.5+73304.234375j),0j
(0.5+73304.921875j),0j
(0.5+73305.7578125j),0j
(0.5+73306.5078125j),0j
(0.5+73307.1796875j),0j
(0.5+73307.578125j),0j
(0.5+73308.625j),0j
(0.5+73309.3984375j),0j
(0.5+73309.9453125j),0j
(0.5+73310.6875j),0j
(0.5+73311.234375j),0j
(0.5+73311.6484375j),0j
(0.5+73311.984375j),0j
(0.5+73313.25j),0j
(0.5+73313.7109375j),0j
(0.5+73314.1328125j),0j
(0.5+73315.109375j),0j
(0.5+73316j),0j
(0.5+73316.9375j),0j
(0.5+73317.3203125j),0j
(0.5+73317.96875j),0j
(0.5+73318.3671875j),0j
(0.5+73319.109375j),0j
(0.5+73319.78125j),0j
(0.5+73320.5703125j),0j
(0.5+73321.453125j),0j
(0.5+73321.7109375j),0j
(0.5+73322.5j),0j
(0.5+73323.0625j),0j
(0.5+73323.515625j),0j
(0.5+73324.5390625j),0j
(0.5+73325.1875j),0j
(0.5+73326.2890625j),0j
(0.5+73326.953125j),0j
(0.5+73327.0859375j),0j
(0.5+73328.03125j),0j
(0.5+73328.7421875j),0j
(0.5+73329.15625j),0j
(0.5+73330.1015625j),0j
(0.5+73330.265625j),0j
(0.5+73330.8515625j),0j
(0.5+73331.671875j),0j
(0.5+73332.921875j),0j
(0.5+73333.453125j),0j
(0.5+73333.7109375j),0j
(0.5+73335.0234375j),0j
(0.5+73335.1328125j),0j
(0.5+73335.9921875j),0j
(0.5+73336.65625j),0j
(0.5+73337.59375j),0j
(0.5+73337.8828125j),0j
(0.5+73338.65625j),0j
(0.5+73339.296875j),0j
(0.5+73340.0078125j),0j
(0.5+73340.5390625j),0j
(0.5+73341.0546875j),0j
(0.5+73341.6796875j),0j
(0.5+73342.609375j),0j
(0.5+73343.59375j),0j
(0.5+73344.109375j),0j
(0.5+73345.1953125j),0j
(0.5+73345.59375j),0j
(0.5+73345.9375j),0j
(0.5+73346.625j),0j
(0.5+73347.0625j),0j
(0.5+73347.9921875j),0j
(0.5+73348.7109375j),0j
(0.5+73349.359375j),0j
(0.5+73350.046875j),0j
(0.5+73350.5078125j),0j
(0.5+73351.203125j),0j
(0.5+73352.2734375j),0j
(0.5+73353.0390625j),0j
(0.5+73353.3984375j),0j
(0.5+73353.8203125j),0j
(0.5+73354.9453125j),0j
(0.5+73355.75j),0j
(0.5+73356.140625j),0j
(0.5+73356.8828125j),0j
(0.5+73357.203125j),0j
(0.5+73358.0234375j),0j
(0.5+73358.4765625j),0j
(0.5+73359.140625j),0j
(0.5+73359.921875j),0j
(0.5+73361j),0j
(0.5+73361.7578125j),0j
(0.5+73362.3359375j),0j
(0.5+73362.8515625j),0j
(0.5+73363.4296875j),0j
(0.5+73364.375j),0j
(0.5+73364.703125j),0j
(0.5+73365.4140625j),0j
(0.5+73365.984375j),0j
(0.5+73366.9296875j),0j
(0.5+73367.3125j),0j
(0.5+73368.359375j),0j
(0.5+73368.640625j),0j
(0.5+73369.515625j),0j
(0.5+73369.734375j),0j
(0.5+73370.921875j),0j
(0.5+73372.03125j),0j
(0.5+73372.2890625j),0j
(0.5+73373.03125j),0j
(0.5+73373.6640625j),0j
(0.5+73374j),0j
(0.5+73375.1328125j),0j
(0.5+73375.4140625j),0j
(0.5+73375.8046875j),0j
(0.5+73376.7421875j),0j
(0.5+73377.6015625j),0j
(0.5+73377.828125j),0j
(0.5+73379.265625j),0j
(0.5+73379.703125j),0j
(0.5+73380.46875j),0j
(0.5+73380.8515625j),0j
(0.5+73381.75j),0j
(0.5+73382.1796875j),0j
(0.5+73382.6640625j),0j
(0.5+73383.8828125j),0j
(0.5+73384.5078125j),0j
(0.5+73384.921875j),0j
(0.5+73385.4140625j),0j
(0.5+73385.875j),0j
(0.5+73386.8515625j),0j
(0.5+73387.4609375j),0j
(0.5+73388.3984375j),0j
(0.5+73389.0078125j),0j
(0.5+73389.859375j),0j
(0.5+73390.5703125j),0j
(0.5+73391.1328125j),0j
(0.5+73391.796875j),0j
(0.5+73392.328125j),0j
(0.5+73392.7734375j),0j
(0.5+73393.3359375j),0j
(0.5+73394.1640625j),0j
(0.5+73395.171875j),0j
(0.5+73395.578125j),0j
(0.5+73396.15625j),0j
(0.5+73397.1796875j),0j
(0.5+73397.765625j),0j
(0.5+73398.25j),0j
(0.5+73399.390625j),0j
(0.5+73399.4921875j),0j
(0.5+73400.578125j),0j
(0.5+73401.296875j),0j
(0.5+73401.5703125j),0j
(0.5+73402.25j),0j
(0.5+73403.2109375j),0j
(0.5+73403.6953125j),0j
(0.5+73404.0703125j),0j
(0.5+73404.8046875j),0j
(0.5+73405.2734375j),0j
(0.5+73406.875j),0j
(0.5+73407.3203125j),0j
(0.5+73408.0625j),0j
(0.5+73408.5078125j),0j
(0.5+73409.0625j),0j
(0.5+73409.5625j),0j
(0.5+73410.5390625j),0j
(0.5+73411.0703125j),0j
